pheno_id	full_code	short_code	description	unique_description	type	n	n_cases	n_controls	source
476	20002_1545-Noncancer_illness_code_selfreported_neck_probleminjury	20002_1545	Non-cancer illness code, self-reported: neck problem/injury	Non-cancer illness code, self-reported: neck problem/injury	binary	361141	317.0	360824.0	UK Biobank
477	20002_1548-Noncancer_illness_code_selfreported_acneacne_vulgaris	20002_1548	Non-cancer illness code, self-reported: acne/acne vulgaris	Non-cancer illness code, self-reported: acne/acne vulgaris	binary	361141	209.0	360932.0	UK Biobank
478	20002_1549-Noncancer_illness_code_selfreported_lichen_planus	20002_1549	Non-cancer illness code, self-reported: lichen planus	Non-cancer illness code, self-reported: lichen planus	binary	361141	155.0	360986.0	UK Biobank
479	20002_1550-Noncancer_illness_code_selfreported_lichen_sclerosis	20002_1550	Non-cancer illness code, self-reported: lichen sclerosis	Non-cancer illness code, self-reported: lichen sclerosis	binary	361141	123.0	361018.0	UK Biobank
480	20002_1561-Noncancer_illness_code_selfreported_raynauds_phenomenondisease	20002_1561	Non-cancer illness code, self-reported: raynaud's phenomenon/disease	Non-cancer illness code, self-reported: raynaud's phenomenon/disease	binary	361141	375.0	360766.0	UK Biobank
481	20002_1562-Noncancer_illness_code_selfreported_food_intolerance	20002_1562	Non-cancer illness code, self-reported: food intolerance	Non-cancer illness code, self-reported: food intolerance	binary	361141	154.0	360987.0	UK Biobank
482	20002_1563-Noncancer_illness_code_selfreported_urticaria	20002_1563	Non-cancer illness code, self-reported: urticaria	Non-cancer illness code, self-reported: urticaria	binary	361141	229.0	360912.0	UK Biobank
483	20002_1567-Noncancer_illness_code_selfreported_infectious_mononucleosis_glandular_fever_epstein_barr_virus_ebv	20002_1567	Non-cancer illness code, self-reported: infectious mononucleosis / glandular fever / epstein barr virus (ebv)	Non-cancer illness code, self-reported: infectious mononucleosis / glandular fever / epstein barr virus (ebv)	binary	361141	464.0	360677.0	UK Biobank
484	20002_1568-Noncancer_illness_code_selfreported_measles_morbillivirus	20002_1568	Non-cancer illness code, self-reported: measles / morbillivirus	Non-cancer illness code, self-reported: measles / morbillivirus	binary	361141	1257.0	359884.0	UK Biobank
485	20002_1569-Noncancer_illness_code_selfreported_mumps_epidemic_parotitis	20002_1569	Non-cancer illness code, self-reported: mumps / epidemic parotitis	Non-cancer illness code, self-reported: mumps / epidemic parotitis	binary	361141	794.0	360347.0	UK Biobank
486	20002_1570-Noncancer_illness_code_selfreported_rubella_german_measles	20002_1570	Non-cancer illness code, self-reported: rubella / german measles	Non-cancer illness code, self-reported: rubella / german measles	binary	361141	443.0	360698.0	UK Biobank
487	20002_1571-Noncancer_illness_code_selfreported_chickenpox	20002_1571	Non-cancer illness code, self-reported: chickenpox	Non-cancer illness code, self-reported: chickenpox	binary	361141	1440.0	359701.0	UK Biobank
488	20002_1572-Noncancer_illness_code_selfreported_whooping_cough_pertussis	20002_1572	Non-cancer illness code, self-reported: whooping cough / pertussis	Non-cancer illness code, self-reported: whooping cough / pertussis	binary	361141	407.0	360734.0	UK Biobank
489	20002_1573-Noncancer_illness_code_selfreported_shingles	20002_1573	Non-cancer illness code, self-reported: shingles	Non-cancer illness code, self-reported: shingles	binary	361141	327.0	360814.0	UK Biobank
490	20002_1575-Noncancer_illness_code_selfreported_herpes_simplex	20002_1575	Non-cancer illness code, self-reported: herpes simplex	Non-cancer illness code, self-reported: herpes simplex	binary	361141	154.0	360987.0	UK Biobank
491	20002_1578-Noncancer_illness_code_selfreported_hepatitis_a	20002_1578	Non-cancer illness code, self-reported: hepatitis a	Non-cancer illness code, self-reported: hepatitis a	binary	361141	138.0	361003.0	UK Biobank
492	20002_1585-Noncancer_illness_code_selfreported_mitral_regurgitation_incompetence	20002_1585	Non-cancer illness code, self-reported: mitral regurgitation / incompetence	Non-cancer illness code, self-reported: mitral regurgitation / incompetence	binary	361141	107.0	361034.0	UK Biobank
493	20002_1597-Noncancer_illness_code_selfreported_tinnitus_tiniitis	20002_1597	Non-cancer illness code, self-reported: tinnitus / tiniitis	Non-cancer illness code, self-reported: tinnitus / tiniitis	binary	361141	620.0	360521.0	UK Biobank
494	20002_1598-Noncancer_illness_code_selfreported_tonsiltis	20002_1598	Non-cancer illness code, self-reported: tonsiltis	Non-cancer illness code, self-reported: tonsiltis	binary	361141	2569.0	358572.0	UK Biobank
495	20002_1599-Noncancer_illness_code_selfreported_constipation	20002_1599	Non-cancer illness code, self-reported: constipation	Non-cancer illness code, self-reported: constipation	binary	361141	286.0	360855.0	UK Biobank
496	20002_1602-Noncancer_illness_code_selfreported_bowel_intestinal_obstruction	20002_1602	Non-cancer illness code, self-reported: bowel / intestinal obstruction	Non-cancer illness code, self-reported: bowel / intestinal obstruction	binary	361141	153.0	360988.0	UK Biobank
497	20002_1603-Noncancer_illness_code_selfreported_rectal_prolapse	20002_1603	Non-cancer illness code, self-reported: rectal prolapse	Non-cancer illness code, self-reported: rectal prolapse	binary	361141	138.0	361003.0	UK Biobank
498	20002_1605-Noncancer_illness_code_selfreported_femoral_hernia	20002_1605	Non-cancer illness code, self-reported: femoral hernia	Non-cancer illness code, self-reported: femoral hernia	binary	361141	102.0	361039.0	UK Biobank
499	20002_1608-Noncancer_illness_code_selfreported_nephritis	20002_1608	Non-cancer illness code, self-reported: nephritis	Non-cancer illness code, self-reported: nephritis	binary	361141	115.0	361026.0	UK Biobank
500	20002_1610-Noncancer_illness_code_selfreported_thyroid_goitre	20002_1610	Non-cancer illness code, self-reported: thyroid goitre	Non-cancer illness code, self-reported: thyroid goitre	binary	361141	347.0	360794.0	UK Biobank
501	20002_1613-Noncancer_illness_code_selfreported_blepharitis_eyelid_infection	20002_1613	Non-cancer illness code, self-reported: blepharitis / eyelid infection	Non-cancer illness code, self-reported: blepharitis / eyelid infection	binary	361141	123.0	361018.0	UK Biobank
502	20002_1614-Noncancer_illness_code_selfreported_stress	20002_1614	Non-cancer illness code, self-reported: stress	Non-cancer illness code, self-reported: stress	binary	361141	428.0	360713.0	UK Biobank
503	20002_1616-Noncancer_illness_code_selfreported_insomnia	20002_1616	Non-cancer illness code, self-reported: insomnia	Non-cancer illness code, self-reported: insomnia	binary	361141	355.0	360786.0	UK Biobank
504	20002_1617-Noncancer_illness_code_selfreported_osteopenia	20002_1617	Non-cancer illness code, self-reported: osteopenia	Non-cancer illness code, self-reported: osteopenia	binary	361141	899.0	360242.0	UK Biobank
505	20002_1619-Noncancer_illness_code_selfreported_tendonitis_tendinitis_tenosynovitis	20002_1619	Non-cancer illness code, self-reported: tendonitis / tendinitis / tenosynovitis	Non-cancer illness code, self-reported: tendonitis / tendinitis / tenosynovitis	binary	361141	216.0	360925.0	UK Biobank
506	20002_1620-Noncancer_illness_code_selfreported_bursitis	20002_1620	Non-cancer illness code, self-reported: bursitis	Non-cancer illness code, self-reported: bursitis	binary	361141	105.0	361036.0	UK Biobank
507	20002_1623-Noncancer_illness_code_selfreported_tennis_elbow_lateral_epicondylitis	20002_1623	Non-cancer illness code, self-reported: tennis elbow / lateral epicondylitis	Non-cancer illness code, self-reported: tennis elbow / lateral epicondylitis	binary	361141	191.0	360950.0	UK Biobank
508	20002_1625-Noncancer_illness_code_selfreported_cellulitis	20002_1625	Non-cancer illness code, self-reported: cellulitis	Non-cancer illness code, self-reported: cellulitis	binary	361141	232.0	360909.0	UK Biobank
509	20002_1626-Noncancer_illness_code_selfreported_fracture_skull_head	20002_1626	Non-cancer illness code, self-reported: fracture skull / head	Non-cancer illness code, self-reported: fracture skull / head	binary	361141	268.0	360873.0	UK Biobank
510	20002_1627-Noncancer_illness_code_selfreported_fracture_jaw	20002_1627	Non-cancer illness code, self-reported: fracture jaw	Non-cancer illness code, self-reported: fracture jaw	binary	361141	165.0	360976.0	UK Biobank
511	20002_1628-Noncancer_illness_code_selfreported_fracture_nose	20002_1628	Non-cancer illness code, self-reported: fracture nose	Non-cancer illness code, self-reported: fracture nose	binary	361141	494.0	360647.0	UK Biobank
512	20002_1629-Noncancer_illness_code_selfreported_fracture_face_orbit_eye_socket	20002_1629	Non-cancer illness code, self-reported: fracture face / orbit / eye socket	Non-cancer illness code, self-reported: fracture face / orbit / eye socket	binary	361141	148.0	360993.0	UK Biobank
513	20002_1631-Noncancer_illness_code_selfreported_fracture_clavicle_collar_bone	20002_1631	Non-cancer illness code, self-reported: fracture clavicle / collar bone	Non-cancer illness code, self-reported: fracture clavicle / collar bone	binary	361141	409.0	360732.0	UK Biobank
514	20002_1632-Noncancer_illness_code_selfreported_fracture_shoulder_scapula	20002_1632	Non-cancer illness code, self-reported: fracture shoulder / scapula	Non-cancer illness code, self-reported: fracture shoulder / scapula	binary	361141	205.0	360936.0	UK Biobank
515	20002_1633-Noncancer_illness_code_selfreported_fracture_upper_arm_humerus_elbow	20002_1633	Non-cancer illness code, self-reported: fracture upper arm / humerus / elbow	Non-cancer illness code, self-reported: fracture upper arm / humerus / elbow	binary	361141	764.0	360377.0	UK Biobank
516	20002_1634-Noncancer_illness_code_selfreported_fracture_forearm_wrist	20002_1634	Non-cancer illness code, self-reported: fracture forearm / wrist	Non-cancer illness code, self-reported: fracture forearm / wrist	binary	361141	778.0	360363.0	UK Biobank
517	20002_1635-Noncancer_illness_code_selfreported_fracture_radius	20002_1635	Non-cancer illness code, self-reported: fracture radius	Non-cancer illness code, self-reported: fracture radius	binary	361141	165.0	360976.0	UK Biobank
518	20002_1636-Noncancer_illness_code_selfreported_fracture_ulna	20002_1636	Non-cancer illness code, self-reported: fracture ulna	Non-cancer illness code, self-reported: fracture ulna	binary	361141	118.0	361023.0	UK Biobank
519	20002_1637-Noncancer_illness_code_selfreported_fracture_wrist_colles_fracture	20002_1637	Non-cancer illness code, self-reported: fracture wrist / colles fracture	Non-cancer illness code, self-reported: fracture wrist / colles fracture	binary	361141	839.0	360302.0	UK Biobank
520	20002_1638-Noncancer_illness_code_selfreported_fracture_hand	20002_1638	Non-cancer illness code, self-reported: fracture hand	Non-cancer illness code, self-reported: fracture hand	binary	361141	191.0	360950.0	UK Biobank
521	20002_1639-Noncancer_illness_code_selfreported_fracture_finger	20002_1639	Non-cancer illness code, self-reported: fracture finger	Non-cancer illness code, self-reported: fracture finger	binary	361141	398.0	360743.0	UK Biobank
522	20002_1644-Noncancer_illness_code_selfreported_fracture_rib	20002_1644	Non-cancer illness code, self-reported: fracture rib	Non-cancer illness code, self-reported: fracture rib	binary	361141	368.0	360773.0	UK Biobank
523	20002_1646-Noncancer_illness_code_selfreported_fracture_vertebra_crush_fracture_vertebral_collapse	20002_1646	Non-cancer illness code, self-reported: fracture vertebra / crush fracture / vertebral collapse	Non-cancer illness code, self-reported: fracture vertebra / crush fracture / vertebral collapse	binary	361141	275.0	360866.0	UK Biobank
524	20002_1647-Noncancer_illness_code_selfreported_fracture_pelvis	20002_1647	Non-cancer illness code, self-reported: fracture pelvis	Non-cancer illness code, self-reported: fracture pelvis	binary	361141	151.0	360990.0	UK Biobank
525	20002_1648-Noncancer_illness_code_selfreported_fracture_neck_of_femur_hip	20002_1648	Non-cancer illness code, self-reported: fracture neck of femur / hip	Non-cancer illness code, self-reported: fracture neck of femur / hip	binary	361141	246.0	360895.0	UK Biobank
526	20002_1649-Noncancer_illness_code_selfreported_fracture_shaft_of_femur	20002_1649	Non-cancer illness code, self-reported: fracture shaft of femur	Non-cancer illness code, self-reported: fracture shaft of femur	binary	361141	211.0	360930.0	UK Biobank
527	20002_1650-Noncancer_illness_code_selfreported_fracture_patella_knee	20002_1650	Non-cancer illness code, self-reported: fracture patella / knee	Non-cancer illness code, self-reported: fracture patella / knee	binary	361141	235.0	360906.0	UK Biobank
528	20002_1651-Noncancer_illness_code_selfreported_fracture_lower_leg_ankle	20002_1651	Non-cancer illness code, self-reported: fracture lower leg / ankle	Non-cancer illness code, self-reported: fracture lower leg / ankle	binary	361141	1471.0	359670.0	UK Biobank
529	20002_1652-Noncancer_illness_code_selfreported_fracture_tibia	20002_1652	Non-cancer illness code, self-reported: fracture tibia	Non-cancer illness code, self-reported: fracture tibia	binary	361141	444.0	360697.0	UK Biobank
530	20002_1653-Noncancer_illness_code_selfreported_fracture_fibula	20002_1653	Non-cancer illness code, self-reported: fracture fibula	Non-cancer illness code, self-reported: fracture fibula	binary	361141	377.0	360764.0	UK Biobank
531	20002_1654-Noncancer_illness_code_selfreported_fracture_foot	20002_1654	Non-cancer illness code, self-reported: fracture foot	Non-cancer illness code, self-reported: fracture foot	binary	361141	240.0	360901.0	UK Biobank
532	20002_1655-Noncancer_illness_code_selfreported_fracture_metatarsal	20002_1655	Non-cancer illness code, self-reported: fracture metatarsal	Non-cancer illness code, self-reported: fracture metatarsal	binary	361141	139.0	361002.0	UK Biobank
533	20002_1656-Noncancer_illness_code_selfreported_fracture_toe	20002_1656	Non-cancer illness code, self-reported: fracture toe	Non-cancer illness code, self-reported: fracture toe	binary	361141	250.0	360891.0	UK Biobank
534	20002_1657-Noncancer_illness_code_selfreported_septicaemia_sepsis	20002_1657	Non-cancer illness code, self-reported: septicaemia / sepsis	Non-cancer illness code, self-reported: septicaemia / sepsis	binary	361141	238.0	360903.0	UK Biobank
535	20002_1660-Noncancer_illness_code_selfreported_rosacea	20002_1660	Non-cancer illness code, self-reported: rosacea	Non-cancer illness code, self-reported: rosacea	binary	361141	585.0	360556.0	UK Biobank
536	20002_1661-Noncancer_illness_code_selfreported_vitiligo	20002_1661	Non-cancer illness code, self-reported: vitiligo	Non-cancer illness code, self-reported: vitiligo	binary	361141	105.0	361036.0	UK Biobank
537	20002_1668-Noncancer_illness_code_selfreported_allergy_to_house_dust_mite	20002_1668	Non-cancer illness code, self-reported: allergy to house dust mite	Non-cancer illness code, self-reported: allergy to house dust mite	binary	361141	201.0	360940.0	UK Biobank
538	20002_1677-Noncancer_illness_code_selfreported_scarlet_fever_scarlatina	20002_1677	Non-cancer illness code, self-reported: scarlet fever / scarlatina	Non-cancer illness code, self-reported: scarlet fever / scarlatina	binary	361141	435.0	360706.0	UK Biobank
539	20002_1683-Noncancer_illness_code_selfreported_benign_neuroma	20002_1683	Non-cancer illness code, self-reported: benign neuroma	Non-cancer illness code, self-reported: benign neuroma	binary	361141	120.0	361021.0	UK Biobank
540	20002_99999-Noncancer_illness_code_selfreported_unclassifiable	20002_99999	Non-cancer illness code, self-reported: unclassifiable	Non-cancer illness code, self-reported: unclassifiable	binary	361141	14597.0	346544.0	UK Biobank
541	20003_1140851088-Treatmentmedication_code_senokot_75mg_tablet	20003_1140851088	Treatment/medication code: senokot 7.5mg tablet	Treatment/medication code: senokot 7.5mg tablet (20003_1140851088)	binary	361141	174.0	360967.0	UK Biobank
542	20003_1140851812-Treatmentmedication_code_gtn_400micrograms_spray	20003_1140851812	Treatment/medication code: gtn 400micrograms spray	Treatment/medication code: gtn 400micrograms spray (20003_1140851812)	binary	361141	849.0	360292.0	UK Biobank
543	20003_1140852756-Treatmentmedication_code_vitamin_a	20003_1140852756	Treatment/medication code: vitamin a	Treatment/medication code: vitamin a (20003_1140852756)	binary	361141	137.0	361004.0	UK Biobank
544	20003_1140852948-Treatmentmedication_code_calciumvitamin_d_500units_tablet	20003_1140852948	Treatment/medication code: calcium+vitamin d 500units tablet	Treatment/medication code: calcium+vitamin d 500units tablet (20003_1140852948)	binary	361141	1578.0	359563.0	UK Biobank
545	20003_1140852976-Treatmentmedication_code_multivitamins	20003_1140852976	Treatment/medication code: multivitamins	Treatment/medication code: multivitamins (20003_1140852976)	binary	361141	11148.0	349993.0	UK Biobank
546	20003_1140856342-Treatmentmedication_code_syndol_tablet	20003_1140856342	Treatment/medication code: syndol tablet	Treatment/medication code: syndol tablet (20003_1140856342)	binary	361141	289.0	360852.0	UK Biobank
547	20003_1140858452-Treatmentmedication_code_hepacon_b12_1mg1ml_injection	20003_1140858452	Treatment/medication code: hepacon b12 1mg/1ml injection	Treatment/medication code: hepacon b12 1mg/1ml injection (20003_1140858452)	binary	361141	161.0	360980.0	UK Biobank
548	20003_1140860696-Treatmentmedication_code_lisinopril	20003_1140860696	Treatment/medication code: lisinopril	Treatment/medication code: lisinopril (20003_1140860696)	binary	361141	9971.0	351170.0	UK Biobank
549	20003_1140860728-Treatmentmedication_code_quinapril	20003_1140860728	Treatment/medication code: quinapril	Treatment/medication code: quinapril (20003_1140860728)	binary	361141	160.0	360981.0	UK Biobank
550	20003_1140860750-Treatmentmedication_code_captopril	20003_1140860750	Treatment/medication code: captopril	Treatment/medication code: captopril (20003_1140860750)	binary	361141	165.0	360976.0	UK Biobank
551	20003_1140860802-Treatmentmedication_code_coversyl_2mg_tablet	20003_1140860802	Treatment/medication code: coversyl 2mg tablet	Treatment/medication code: coversyl 2mg tablet (20003_1140860802)	binary	361141	132.0	361009.0	UK Biobank
552	20003_1140860806-Treatmentmedication_code_ramipril	20003_1140860806	Treatment/medication code: ramipril	Treatment/medication code: ramipril (20003_1140860806)	binary	361141	16869.0	344272.0	UK Biobank
553	20003_1140860834-Treatmentmedication_code_glyceryl_trinitrate	20003_1140860834	Treatment/medication code: glyceryl trinitrate	Treatment/medication code: glyceryl trinitrate (20003_1140860834)	binary	361141	1111.0	360030.0	UK Biobank
554	20003_1140860840-Treatmentmedication_code_nitrolingual_400micrograms_spray	20003_1140860840	Treatment/medication code: nitrolingual 400micrograms spray	Treatment/medication code: nitrolingual 400micrograms spray (20003_1140860840)	binary	361141	380.0	360761.0	UK Biobank
555	20003_1140860904-Treatmentmedication_code_trandolapril	20003_1140860904	Treatment/medication code: trandolapril	Treatment/medication code: trandolapril (20003_1140860904)	binary	361141	214.0	360927.0	UK Biobank
556	20003_1140860954-Treatmentmedication_code_isosorbide_mononitrate	20003_1140860954	Treatment/medication code: isosorbide mononitrate	Treatment/medication code: isosorbide mononitrate (20003_1140860954)	binary	361141	1189.0	359952.0	UK Biobank
557	20003_1140860976-Treatmentmedication_code_imdur_60mg_durule	20003_1140860976	Treatment/medication code: imdur 60mg durule	Treatment/medication code: imdur 60mg durule (20003_1140860976)	binary	361141	149.0	360992.0	UK Biobank
558	20003_1140861088-Treatmentmedication_code_nifedipine	20003_1140861088	Treatment/medication code: nifedipine	Treatment/medication code: nifedipine (20003_1140861088)	binary	361141	802.0	360339.0	UK Biobank
559	20003_1140861090-Treatmentmedication_code_adalat_5mg_capsule	20003_1140861090	Treatment/medication code: adalat 5mg capsule	Treatment/medication code: adalat 5mg capsule (20003_1140861090)	binary	361141	840.0	360301.0	UK Biobank
560	20003_1140861120-Treatmentmedication_code_coracten_sr_10mg_mr_capsule	20003_1140861120	Treatment/medication code: coracten sr 10mg m/r capsule	Treatment/medication code: coracten sr 10mg m/r capsule (20003_1140861120)	binary	361141	316.0	360825.0	UK Biobank
561	20003_1140861128-Treatmentmedication_code_tildiem_60mg_mr_tablet	20003_1140861128	Treatment/medication code: tildiem 60mg m/r tablet	Treatment/medication code: tildiem 60mg m/r tablet (20003_1140861128)	binary	361141	697.0	360444.0	UK Biobank
562	20003_1140861138-Treatmentmedication_code_adizem60_mr_tablet	20003_1140861138	Treatment/medication code: adizem-60 m/r tablet	Treatment/medication code: adizem-60 m/r tablet (20003_1140861138)	binary	361141	322.0	360819.0	UK Biobank
563	20003_1140861166-Treatmentmedication_code_dilzem_sr_60mg_long_acting_mr_capsule	20003_1140861166	Treatment/medication code: dilzem sr 60mg long acting m/r capsule	Treatment/medication code: dilzem sr 60mg long acting m/r capsule (20003_1140861166)	binary	361141	166.0	360975.0	UK Biobank
564	20003_1140861202-Treatmentmedication_code_istin_5mg_tablet	20003_1140861202	Treatment/medication code: istin 5mg tablet	Treatment/medication code: istin 5mg tablet (20003_1140861202)	binary	361141	120.0	361021.0	UK Biobank
565	20003_1140861276-Treatmentmedication_code_lacidipine	20003_1140861276	Treatment/medication code: lacidipine	Treatment/medication code: lacidipine (20003_1140861276)	binary	361141	390.0	360751.0	UK Biobank
566	20003_1140861778-Treatmentmedication_code_dipyridamole	20003_1140861778	Treatment/medication code: dipyridamole	Treatment/medication code: dipyridamole (20003_1140861778)	binary	361141	666.0	360475.0	UK Biobank
567	20003_1140861780-Treatmentmedication_code_persantin_25mg_tablet	20003_1140861780	Treatment/medication code: persantin 25mg tablet	Treatment/medication code: persantin 25mg tablet (20003_1140861780)	binary	361141	215.0	360926.0	UK Biobank
568	20003_1140861806-Treatmentmedication_code_aspirin_75mg_tablet	20003_1140861806	Treatment/medication code: aspirin 75mg tablet	Treatment/medication code: aspirin 75mg tablet (20003_1140861806)	binary	361141	2173.0	358968.0	UK Biobank
569	20003_1140861924-Treatmentmedication_code_bezafibrate	20003_1140861924	Treatment/medication code: bezafibrate	Treatment/medication code: bezafibrate (20003_1140861924)	binary	361141	338.0	360803.0	UK Biobank
570	20003_1140861936-Treatmentmedication_code_questran_4gsachet_powder	20003_1140861936	Treatment/medication code: questran 4g/sachet powder	Treatment/medication code: questran 4g/sachet powder (20003_1140861936)	binary	361141	117.0	361024.0	UK Biobank
571	20003_1140861954-Treatmentmedication_code_fenofibrate	20003_1140861954	Treatment/medication code: fenofibrate	Treatment/medication code: fenofibrate (20003_1140861954)	binary	361141	488.0	360653.0	UK Biobank
572	20003_1140861958-Treatmentmedication_code_simvastatin	20003_1140861958	Treatment/medication code: simvastatin	Treatment/medication code: simvastatin (20003_1140861958)	binary	361141	40921.0	320220.0	UK Biobank
573	20003_1140861998-Treatmentmedication_code_ventolin_100micrograms_inhaler	20003_1140861998	Treatment/medication code: ventolin 100micrograms inhaler	Treatment/medication code: ventolin 100micrograms inhaler (20003_1140861998)	binary	361141	10380.0	350761.0	UK Biobank
574	20003_1140862060-Treatmentmedication_code_ventolin_2mg_tablet	20003_1140862060	Treatment/medication code: ventolin 2mg tablet	Treatment/medication code: ventolin 2mg tablet (20003_1140862060)	binary	361141	146.0	360995.0	UK Biobank
575	20003_1140862086-Treatmentmedication_code_salamol_100micrograms_inhaler	20003_1140862086	Treatment/medication code: salamol 100micrograms inhaler	Treatment/medication code: salamol 100micrograms inhaler (20003_1140862086)	binary	361141	1112.0	360029.0	UK Biobank
576	20003_1140862144-Treatmentmedication_code_salmeterol	20003_1140862144	Treatment/medication code: salmeterol	Treatment/medication code: salmeterol (20003_1140862144)	binary	361141	979.0	360162.0	UK Biobank
577	20003_1140862148-Treatmentmedication_code_serevent_25mcg_inhaler	20003_1140862148	Treatment/medication code: serevent 25mcg inhaler	Treatment/medication code: serevent 25mcg inhaler (20003_1140862148)	binary	361141	996.0	360145.0	UK Biobank
578	20003_1140862168-Treatmentmedication_code_bricanyl_250mcg_inhaler	20003_1140862168	Treatment/medication code: bricanyl 250mcg inhaler	Treatment/medication code: bricanyl 250mcg inhaler (20003_1140862168)	binary	361141	822.0	360319.0	UK Biobank
579	20003_1140862236-Treatmentmedication_code_atrovent_20micrograms_inhaler	20003_1140862236	Treatment/medication code: atrovent 20micrograms inhaler	Treatment/medication code: atrovent 20micrograms inhaler (20003_1140862236)	binary	361141	362.0	360779.0	UK Biobank
580	20003_1140862266-Treatmentmedication_code_phyllocontin_continus_225mg_mr_tablet	20003_1140862266	Treatment/medication code: phyllocontin continus 225mg m/r tablet	Treatment/medication code: phyllocontin continus 225mg m/r tablet (20003_1140862266)	binary	361141	142.0	360999.0	UK Biobank
581	20003_1140862380-Treatmentmedication_code_becloforte_250micrograms_inhaler	20003_1140862380	Treatment/medication code: becloforte 250micrograms inhaler	Treatment/medication code: becloforte 250micrograms inhaler (20003_1140862380)	binary	361141	197.0	360944.0	UK Biobank
582	20003_1140862382-Treatmentmedication_code_becotide_50_inhaler	20003_1140862382	Treatment/medication code: becotide 50 inhaler	Treatment/medication code: becotide 50 inhaler (20003_1140862382)	binary	361141	2206.0	358935.0	UK Biobank
583	20003_1140862438-Treatmentmedication_code_uniphyllin_continus_200mg_mr_tablet	20003_1140862438	Treatment/medication code: uniphyllin continus 200mg m/r tablet	Treatment/medication code: uniphyllin continus 200mg m/r tablet (20003_1140862438)	binary	361141	186.0	360955.0	UK Biobank
584	20003_1140862476-Treatmentmedication_code_beclazone_50_inhaler	20003_1140862476	Treatment/medication code: beclazone 50 inhaler	Treatment/medication code: beclazone 50 inhaler (20003_1140862476)	binary	361141	1043.0	360098.0	UK Biobank
585	20003_1140862526-Treatmentmedication_code_sodium_cromoglycate	20003_1140862526	Treatment/medication code: sodium cromoglycate	Treatment/medication code: sodium cromoglycate (20003_1140862526)	binary	361141	114.0	361027.0	UK Biobank
586	20003_1140862572-Treatmentmedication_code_budesonide	20003_1140862572	Treatment/medication code: budesonide	Treatment/medication code: budesonide (20003_1140862572)	binary	361141	761.0	360380.0	UK Biobank
587	20003_1140862574-Treatmentmedication_code_pulmicort_ls_50micrograms_inhaler	20003_1140862574	Treatment/medication code: pulmicort ls 50micrograms inhaler	Treatment/medication code: pulmicort ls 50micrograms inhaler (20003_1140862574)	binary	361141	551.0	360590.0	UK Biobank
588	20003_1140862628-Treatmentmedication_code_piriton_4mg_tablet	20003_1140862628	Treatment/medication code: piriton 4mg tablet	Treatment/medication code: piriton 4mg tablet (20003_1140862628)	binary	361141	568.0	360573.0	UK Biobank
589	20003_1140862770-Treatmentmedication_code_zirtek_10mg_tablet	20003_1140862770	Treatment/medication code: zirtek 10mg tablet	Treatment/medication code: zirtek 10mg tablet (20003_1140862770)	binary	361141	102.0	361039.0	UK Biobank
590	20003_1140862772-Treatmentmedication_code_loratadine	20003_1140862772	Treatment/medication code: loratadine	Treatment/medication code: loratadine (20003_1140862772)	binary	361141	2624.0	358517.0	UK Biobank
591	20003_1140862776-Treatmentmedication_code_clarityn_10mg_tablet	20003_1140862776	Treatment/medication code: clarityn 10mg tablet	Treatment/medication code: clarityn 10mg tablet (20003_1140862776)	binary	361141	328.0	360813.0	UK Biobank
592	20003_1140862944-Treatmentmedication_code_carbocisteine	20003_1140862944	Treatment/medication code: carbocisteine	Treatment/medication code: carbocisteine (20003_1140862944)	binary	361141	193.0	360948.0	UK Biobank
593	20003_1140862952-Treatmentmedication_code_mucodyne_375mg_capsule	20003_1140862952	Treatment/medication code: mucodyne 375mg capsule	Treatment/medication code: mucodyne 375mg capsule (20003_1140862952)	binary	361141	134.0	361007.0	UK Biobank
594	20003_1140863144-Treatmentmedication_code_zopiclone	20003_1140863144	Treatment/medication code: zopiclone	Treatment/medication code: zopiclone (20003_1140863144)	binary	361141	1265.0	359876.0	UK Biobank
595	20003_1140863152-Treatmentmedication_code_diazepam	20003_1140863152	Treatment/medication code: diazepam	Treatment/medication code: diazepam (20003_1140863152)	binary	361141	987.0	360154.0	UK Biobank
596	20003_1140863182-Treatmentmedication_code_nitrazepam	20003_1140863182	Treatment/medication code: nitrazepam	Treatment/medication code: nitrazepam (20003_1140863182)	binary	361141	226.0	360915.0	UK Biobank
597	20003_1140863202-Treatmentmedication_code_temazepam	20003_1140863202	Treatment/medication code: temazepam	Treatment/medication code: temazepam (20003_1140863202)	binary	361141	759.0	360382.0	UK Biobank
598	20003_1140863302-Treatmentmedication_code_lorazepam	20003_1140863302	Treatment/medication code: lorazepam	Treatment/medication code: lorazepam (20003_1140863302)	binary	361141	138.0	361003.0	UK Biobank
599	20003_1140864070-Treatmentmedication_code_kapake_tablet	20003_1140864070	Treatment/medication code: kapake tablet	Treatment/medication code: kapake tablet (20003_1140864070)	binary	361141	104.0	361037.0	UK Biobank
600	20003_1140864184-Treatmentmedication_code_dovonex_50microgramsg_cream	20003_1140864184	Treatment/medication code: dovonex 50micrograms/g cream	Treatment/medication code: dovonex 50micrograms/g cream (20003_1140864184)	binary	361141	222.0	360919.0	UK Biobank
601	20003_1140864286-Treatmentmedication_code_flixotide_25micrograms_inhaler	20003_1140864286	Treatment/medication code: flixotide 25micrograms inhaler	Treatment/medication code: flixotide 25micrograms inhaler (20003_1140864286)	binary	361141	607.0	360534.0	UK Biobank
